currentTime,vehID,vehType,vehSpeed,vehLink,vehPos,desSpeed,realVehPos
3.2,1,1,16.583333333333332,5,0.0,59.699999999999996,0
3.3,1,1,16.583333333333332,5,1.6583333333331285,59.699999999999996,0
3.4,1,1,16.583333333333332,5,3.316666666666701,59.699999999999996,0
3.5,1,1,16.583333333333332,5,4.97499999999983,59.699999999999996,0
3.6,1,1,16.583333333333332,5,6.633333333333402,59.699999999999996,0
3.7,1,1,16.583333333333332,5,8.291666666666531,59.699999999999996,0
3.8,1,1,16.583333333333332,5,9.950000000000099,59.699999999999996,0
3.9,1,1,16.583333333333332,5,11.608333333333231,59.699999999999996,0
4.0,1,1,16.583333333333332,5,13.266666666666797,59.699999999999996,0
4.1,1,1,16.583333333333332,5,14.924999999999933,59.699999999999996,0
4.2,1,1,16.583333333333332,5,16.5833333333335,59.699999999999996,0
4.3,1,1,16.583333333333332,5,18.241666666666628,59.699999999999996,0
4.4,1,1,16.583333333333332,5,19.9000000000002,59.699999999999996,0
4.5,1,1,16.583333333333332,5,21.55833333333333,59.699999999999996,0
4.6,1,1,16.583333333333332,5,23.216666666666463,59.699999999999996,0
4.7,1,1,16.583333333333332,5,24.875000000000032,59.699999999999996,0
4.8,1,1,16.583333333333332,5,26.53333333333316,59.699999999999996,0
4.9,1,1,16.583333333333332,5,28.19166666666673,59.699999999999996,0
5.0,1,1,16.583333333333332,5,29.84999999999986,59.699999999999996,0
5.1,1,1,16.583333333333332,5,31.508333333333436,59.699999999999996,0
5.2,1,1,16.583333333333332,5,33.16666666666656,59.699999999999996,0
5.3,1,1,16.583333333333332,5,34.82500000000013,59.699999999999996,0
5.4,1,1,16.583333333333332,5,36.48333333333326,59.699999999999996,0
5.5,1,1,16.583333333333332,5,38.14166666666683,59.699999999999996,0
5.6,1,1,16.583333333333332,5,39.79999999999997,59.699999999999996,0
5.7,1,1,16.583333333333332,5,41.458333333333535,59.699999999999996,0
5.8,1,1,16.583333333333332,5,43.11666666666666,59.699999999999996,0
5.9,1,1,16.583333333333332,5,44.77499999999979,59.699999999999996,0
6.0,1,1,16.583333333333332,5,46.43333333333336,59.699999999999996,0
6.1,1,1,16.583333333333332,5,48.09166666666649,59.699999999999996,0
6.2,1,1,16.583333333333332,5,49.750000000000064,59.699999999999996,0
6.3,1,1,16.583333333333332,5,51.40833333333319,59.699999999999996,0
6.4,1,1,16.583333333333332,5,53.06666666666676,59.699999999999996,0
6.5,1,1,16.583333333333332,5,54.724999999999895,59.699999999999996,0
6.6,1,1,16.583333333333332,5,56.38333333333346,59.699999999999996,0
6.7,1,1,16.583333333333332,5,58.041666666666586,59.699999999999996,0
6.8,1,1,16.583333333333332,5,59.70000000000016,59.699999999999996,0
6.9,1,1,16.583333333333332,5,61.35833333333329,59.699999999999996,0
7.0,1,1,16.583333333333332,5,63.01666666666642,59.699999999999996,0
7.1,1,1,16.583333333333332,5,64.67499999999998,59.699999999999996,0
7.2,1,1,16.583333333333332,5,66.33333333333312,59.699999999999996,0
7.3,1,1,16.583333333333332,5,67.99166666666669,59.699999999999996,0
7.4,1,1,16.583333333333332,5,69.64999999999982,59.699999999999996,0
7.5,1,1,16.583333333333332,5,71.30833333333338,59.699999999999996,0
7.6,1,1,16.583333333333332,5,72.96666666666653,59.699999999999996,0
7.7,1,1,16.583333333333332,5,74.6250000000001,59.699999999999996,0
7.8,1,1,16.583333333333332,5,76.28333333333322,59.699999999999996,0
7.9,1,1,16.583333333333332,5,77.94166666666679,59.699999999999996,0
8.0,1,1,16.583333333333332,5,79.59999999999992,59.699999999999996,0
8.1,1,1,16.583333333333332,5,81.2583333333335,59.699999999999996,0
8.2,1,1,16.583333333333332,5,82.91666666666663,59.699999999999996,0
8.3,1,1,16.583333333333332,5,84.5750000000002,59.699999999999996,0
8.4,1,1,16.583333333333332,5,86.23333333333333,59.699999999999996,0
8.5,1,1,16.583333333333332,5,87.89166666666688,59.699999999999996,0
8.6,1,1,16.583333333333332,5,89.55000000000001,59.699999999999996,0
8.7,1,1,16.583333333333332,5,91.20833333333316,59.699999999999996,0
8.8,1,1,16.583333333333332,5,92.86666666666672,59.699999999999996,0
8.9,1,1,16.583333333333332,5,94.52499999999986,59.699999999999996,0
9.0,1,1,16.583333333333332,5,96.18333333333342,59.699999999999996,0
9.1,1,1,16.583333333333332,5,97.84166666666655,59.699999999999996,0
9.2,1,1,16.583333333333332,5,99.50000000000013,59.699999999999996,0
9.2,2,2,14.444444444444445,5,0.0,52.0,0
9.3,1,1,16.583333333333332,5,101.15833333333326,59.699999999999996,0
9.3,2,2,14.444444444444445,5,1.4444444444443796,52.0,0
9.4,1,1,16.583333333333332,5,102.81666666666683,59.699999999999996,0
9.4,2,2,14.444444444444445,5,2.888888888888766,52.0,0
9.5,1,1,16.583333333333332,5,104.47499999999997,59.699999999999996,0
9.5,2,2,14.444444444444445,5,4.333333333333145,52.0,0
9.6,1,1,16.583333333333332,5,106.13333333333352,59.699999999999996,0
9.6,2,2,14.444444444444445,5,5.777777777777962,52.0,0
9.7,1,1,16.583333333333332,5,107.79166666666666,59.699999999999996,0
9.7,2,2,14.444444444444445,5,7.222222222222342,52.0,0
9.8,1,1,16.583333333333332,5,109.45000000000022,59.699999999999996,0
9.8,2,2,14.444444444444445,5,8.666666666666728,52.0,0
9.9,1,1,16.583333333333332,5,111.10833333333335,59.699999999999996,0
9.9,2,2,14.444444444444445,5,10.111111111111107,52.0,0
10.0,1,1,16.583333333333332,5,112.76666666666691,59.699999999999996,0
10.0,2,2,14.444444444444445,5,11.555555555555488,52.0,0
10.1,1,1,16.583333333333332,5,114.42500000000005,59.699999999999996,0
10.1,2,2,14.444444444444445,5,12.999999999999867,52.0,0
10.2,1,1,16.583333333333332,5,116.08333333333361,59.699999999999996,0
10.2,2,2,14.444444444444445,5,14.444444444444253,52.0,0
10.3,1,1,16.583333333333332,5,117.74166666666676,59.699999999999996,0
10.3,2,2,14.444444444444445,5,15.888888888889072,52.0,0
10.4,1,1,16.583333333333332,5,119.40000000000033,59.699999999999996,0
10.4,2,2,14.444444444444445,5,17.333333333333453,52.0,0
10.5,1,1,16.583333333333332,5,121.05833333333345,59.699999999999996,0
10.5,2,2,14.444444444444445,5,18.77777777777783,52.0,0
